[400. 367.],[347. 317.],[301. 379.],[331. 318.],[345. 392.],[336. 361.],[379. 310.],[318. 364.],[387. 334.],[344. 323.],[352. 305.],[311. 369.],[398. 355.],[373. 310.],[313. 396.],[317. 350.],[328. 302.],[344. 398.],[387. 357.],[311. 355.],[303. 312.],[315. 360.],[397. 374.],[375. 379.],[324. 393.],[327. 314.],[304. 395.],[314. 339.],[363. 327.],[357. 387.],[326. 309.],[313. 356.],[300. 393.],[302. 367.],[307. 396.],[321. 357.],[398. 374.],[311. 312.],[377. 385.],[322. 399.],[343. 384.],[314. 363.],[308. 362.],[384. 335.],[341. 314.],[337. 330.],[342. 352.],[372. 390.],[339. 314.],[336. 362.]
[697.48834725 418.07784847],[671.56663625 403.58983803],[576.49690518 459.73192204],[651.39309206 410.69160992],[639.39086437 450.93561063],[652.95548588 428.69315762],[688.13387946 392.13187945],[657.60229663 435.84313958],[697.82694214 399.06474966],[666.36514393 412.84374984],[661.93033436 394.50192222],[608.4968609  451.87430043],[701.75850131 408.67637198],[673.61063326 392.59101293],[587.44254772 464.55555209],[642.25517303 426.50853424],[647.83841404 400.9249981 ],[623.29714662 462.76796299],[687.1104834  416.54130393],[587.17922852 444.93663062],[606.57576035 434.13184448],[631.42466705 439.39962446],[674.85942686 422.49491106],[682.90034828 428.5685143 ],[603.41390473 465.68509656],[619.6326624  432.44059451],[580.44287353 470.65258625],[599.93302877 442.60163044],[678.70013481 411.85903484],[667.91606073 433.1326091 ],[641.99565394 414.11928387],[597.28549853 452.09800332],[596.3437957 461.3779227],[585.39245896 454.26896638],[591.50714625 474.5041934 ],[631.23075444 427.94116581],[692.81571741 427.76417599],[632.80833328 415.08494447],[676.08615191 438.64552244],[607.92355461 473.32948387],[625.93738128 450.28600686],[613.82651258 459.99456823],[616.35438635 443.83416992],[690.82361362 406.06455422],[682.59058009 400.27286166],[654.05250327 418.97456029],[663.99394168 422.58620198],[656.08853194 445.17287543],[660.08961506 404.87099894],[644.2056709  438.60812562]
[697.93416622 417.91627324],[672.02444326 403.42443182],[576.85727271 459.56008844],[651.88726682 410.52427527],[639.81155614 450.72984429],[653.37948389 428.52857545],[688.55626724 391.95832069],[658.05772284 435.67047473],[698.24406315 398.89725242],[666.83081781 412.68511565],[662.38415659 394.32486869],[608.87359791 451.69492551],[702.18496457 408.50492413],[674.05902183 392.42187992],[587.80886203 464.37634118],[642.70192925 426.3441517 ],[648.30733042 400.75892689],[623.692049   462.56758931],[687.55691512 416.39564589],[587.56492334 444.75809773],[606.99694913 434.02233934],[631.8651101  439.23215069],[675.31224794 422.3509546 ],[683.35423364 428.42967939],[603.78703437 465.4933533 ],[620.06989838 432.27311014],[580.8056261  470.47580306],[600.28626496 442.46692545],[679.14698126 411.71320004],[668.36849909 432.97567826],[642.49387289 413.9665698 ],[597.64572173 451.93533204],[596.71151136 461.20579685],[585.74577018 454.09320159],[591.87597008 474.31765037],[631.67317922 427.77169763],[693.27031077 427.61130388],[633.30257132 414.91096465],[676.53201242 438.50418109],[608.29884426 473.13862656],[626.32185028 450.10115805],[614.21189894 459.82410863],[616.76744222 443.66936339],[691.25239966 405.90956057],[683.03247763 400.11709897],[654.53201375 418.81330308],[664.45039096 422.43209502],[656.53689429 444.99933832],[660.56353003 404.69652695],[644.6572643  438.43356149]
[698.38195174 417.75448762],[672.48343842 403.25858073],[577.22596997 459.38794791],[652.38309161 410.35550741],[640.23486252 450.52346946],[653.80580108 428.36260822],[688.98031422 391.78481779],[658.51553776 435.49693985],[698.66312563 398.72970992],[667.29800736 412.525738  ],[662.83879594 394.14716418],[609.25574204 451.51288353],[702.61341965 408.33342536],[674.50842588 392.25240436],[588.18221943 464.19655113],[643.14998252 426.17756311],[648.77676131 400.59133239],[624.09104964 462.36544115],[688.0051021 416.249531 ],[587.95792606 444.57710166],[607.42006744 433.91516789],[632.30784469 439.06210474],[675.76694418 422.2064041 ],[683.80997569 428.29029687],[604.1659782  465.30034419],[620.51226609 432.10397866],[581.17590587 470.29916606],[600.64684104 442.32671062],[679.59533777 411.56677014],[668.82288564 432.81812513],[642.99274227 413.81113537],[598.01276312 451.77064348],[597.08552537 461.03251373],[586.10721942 453.91538917],[592.25137795 474.13102978],[632.1173984 427.5990897],[693.72674219 427.45788459],[633.79707094 414.73410003],[676.9799359  438.36214707],[608.67928319 472.9465295 ],[626.71112957 449.91399427],[614.60220126 459.6512404 ],[617.18419479 443.50126653],[691.68299555 405.75441537],[683.47573222 399.96094554],[655.01283554 418.65030461],[664.90899737 422.27706214],[656.98723332 444.82520078],[661.03859472 404.52091622],[645.11084308 438.25749365]
[698.83156452 417.59228278],[672.94342515 403.09208776],[577.60300893 459.21491976],[652.88016716 410.18502932],[640.6605659  450.31604651],[654.23422502 428.194991  ],[689.40586216 391.6112064 ],[658.97545516 435.32211494],[699.08397905 398.5619478 ],[667.7664873  412.36535979],[663.2940283 393.9686137],[609.64307225 451.32771762],[703.04372423 408.161673  ],[674.9586595  392.08240559],[588.56252897 464.01575211],[643.59903689 426.00844072],[649.24643543 400.42202175],[624.4939252  462.16108348],[688.45488754 416.10274746],[588.35789764 444.39311375],[607.84512725 433.80892268],[632.75262189 438.88911269],[676.22335018 422.06100356],[684.26742374 428.15010204],[604.55057208 465.10564848],[620.95904807 431.93262477],[581.5537056  470.12225768],[601.0144133  442.18061367],[680.04502968 411.41952816],[669.27905812 432.65962203],[643.49192094 413.65273917],[598.38641168 451.60337389],[597.46566229 460.8575836 ],[586.47664249 453.73488861],[592.63325141 473.94396053],[632.56311797 427.42301366],[694.18487468 427.30366571],[634.2915456  414.55409958],[677.4297601  438.21907643],[609.06463938 472.75278063],[627.1049613  449.72408642],[614.99714822 459.47550693],[617.60437023 443.32950922],[692.11524386 405.59891443],[683.92017264 399.80421433],[655.49468261 418.48530768],[665.36951314 422.12080351],[657.43931481 444.65002149],[661.51456697 404.34392895],[645.56612704 438.07951166]
[699.28286272 417.4294537 ],[673.40421001 402.92476379],[577.98831513 459.04039334],[653.37811229 410.01258694],[641.08842853 450.10715002],[654.66453102 428.02546398],[689.83275547 391.43732556],[659.43717949 435.14560045],[699.5064728  398.39379394],[668.23602945 412.20373655],[663.74963589 393.78903078],[610.03532813 451.13899609],[703.4757351  407.98946812],[675.40954144 391.91170952],[588.94964949 463.83349443],[644.04879499 425.83647984],[649.71608956 400.25081513],[624.90042286 461.95409861],[688.90611362 415.95508836],[588.76443609 444.20561512],[608.27208704 433.70232202],[633.19917011 438.71281977],[676.68129599 421.91450385],[684.7264231 428.0088367],[604.94061702 464.90885157],[621.40955104 431.75851667],[581.9389685  469.94461955],[601.3885814  442.02829795],[680.49588224 411.27126455],[669.73684317 432.49985288],[643.99107671 413.49116252],[598.76640409 451.43297904],[597.85170259 460.68051871],[586.85380023 453.55107305],[593.02144307 473.75605259],[633.01003008 427.24316644],[694.64456594 427.14840207],[634.7857027  414.37073706],[677.88131058 438.07463473],[609.4546552  472.55697888],[627.50304879 449.53102534],[615.39643584 459.29647072],[618.02766732 443.15373069],[692.54898795 405.44286011],[684.36563057 399.64672569],[655.97726757 418.31807304],[665.83168198 421.96303177],[657.89289203 444.47337545],[661.99120543 404.1653434 ],[646.02282438 437.89922678]
[699.73570305 417.2657984 ],[673.86560344 402.75642616],[578.38172526 458.86374014],[653.87656368 409.83794639],[641.51819473 449.89636855],[655.09648395 427.85377177],[690.26084168 391.26301687],[659.90040882 434.96701619],[699.93045703 398.22507773],[668.70640432 412.04063496],[664.20540786 393.608236  ],[610.42898696 450.94467422],[703.90930902 407.8166149 ],[675.86089538 391.74014737],[589.34338715 463.64931293],[644.49895989 425.66139672],[650.18546917 400.07754342],[625.31020784 461.74405711],[689.35862251 415.80635071],[589.17708378 444.01410629],[608.70080524 433.594174  ],[633.64719892 438.53288922],[677.14060814 421.76666166],[685.18681637 427.86624821],[605.33582823 464.70951871],[621.86305342 431.58113685],[582.33158085 469.76575773],[601.76883986 441.86942906],[680.94772164 411.1217759 ],[670.19605787 432.33851206],[644.4898874  413.32620639],[599.15236653 451.25891226],[598.24332855 460.50080994],[587.23837829 453.36333569],[593.41577007 473.56689671],[633.45781581 427.05926812],[695.10566983 426.99185475],[635.27924666 414.18380722],[678.33440272 437.9284963 ],[609.84899232 472.35870361],[627.90500487 449.33439421],[615.79966968 459.11367221],[618.45370445 442.9735579 ],[692.98407274 405.2860601 ],[684.81194129 399.48830582],[656.46030382 418.14837704],[666.29524146 421.80347045],[658.34770815 444.29485315],[662.46827098 403.9849519 ],[646.48063421 437.71627033]
[700.18995158 417.10117771],[674.33135305 402.58233061],[578.7830958  458.68426312],[654.37521679 409.66093783],[641.94968138 449.6833928 ],[655.52989063 427.67972894],[690.69005546 391.08808852],[660.36488769 434.78608114],[700.35579664 398.05567602],[669.17748693 411.87579708],[664.66123448 393.42602227],[610.82424623 450.74474721],[704.34431412 407.64297361],[676.31264088 391.56750392],[589.74363508 463.46268282],[644.94929667 425.482983  ],[650.65437156 399.90208349],[625.72307614 461.53062958],[689.81227452 415.65639576],[589.59543391 443.81808871],[609.13119781 433.48341743],[634.09648598 438.34906098],[677.60113946 421.61730533],[685.6484654  427.72216561],[605.73606725 464.5072344 ],[622.31895663 431.40005046],[582.73151488 469.58506601],[602.15475727 441.70371168],[681.40045854 410.97084946],[670.65654944 432.17538711],[644.98809412 413.15773583],[599.54401709 451.08065477],[598.64034703 460.31794823],[587.63012094 453.17105702],[593.81620807 473.37600728],[633.90622152 426.87110895],[695.5680515  426.83386639],[635.77194369 413.99316469],[678.78887269 437.7804388 ],[610.24751482 472.15757418],[628.31053924 449.13387032],[616.20659709 458.92671404],[618.88220473 442.78868275],[693.42036418 405.12838036],[685.25904797 399.32875793],[656.94355632 417.97606835],[666.75996827 421.64192245],[658.80356043 444.11416358],[662.9456418  403.80253433],[646.93932523 437.53037401]
[700.64548522 416.93551636],[674.80077885 402.40301036],[579.1923065  458.50121441],[654.87382833 409.48145356],[642.38278299 449.46801688],[655.96460232 427.50322375],[691.12034138 390.91240767],[660.83041038 434.60261559],[700.78237379 397.88551345],[669.64917802 411.70903775],[665.11703142 393.24224578],[611.22136472 450.53921058],[704.78063135 407.46846197],[676.76471646 391.39361453],[590.15037081 463.27302761],[645.39963481 425.30110642],[651.12264709 399.72435921],[626.13895897 461.31358167],[690.26695061 415.50514899],[590.01914076 443.61707226],[609.56324521 433.36911569],[634.54688235 438.16115346],[678.06277042 421.46633663],[686.11125283 427.57650099],[606.14133938 464.30159946],[622.77678605 431.21490406],[583.13882063 469.40184186],[602.5459857  441.53088826],[681.85401153 410.81835703],[671.11819696 432.01036125],[645.48550197 412.98568029],[599.94116984 450.89771602],[599.04269044 460.13142578],[588.0288351  452.97361337],[594.22287811 473.18282745],[634.35506317 426.67855046],[696.03158788 426.6743634 ],[636.26362449 413.79872424],[679.24457994 437.63034584],[610.65028161 471.9532426 ],[628.71946429 448.92922286],[616.61711143 458.73526075],[619.31299885 442.59886196],[693.85774968 404.96974611],[685.70691642 399.1679583 ],[657.42684399 417.80106768],[667.2256802  421.47827179],[659.2603026  443.93113556],[663.42323052 403.61795306],[647.39873814 437.34137085]
[701.13080463 416.75824529],[675.30298854 402.20713135],[579.63571712 458.30187668],[655.40330367 409.28785122],[642.84464644 449.23624871],[656.42778486 427.31278926],[691.57869504 390.72474109],[661.32593017 434.40470651],[701.23691829 397.70379923],[670.15100487 411.52941468],[665.60123712 393.04506299],[611.64563033 450.31446577],[705.24556008 407.28188009],[677.24549724 391.20717734],[590.58981332 463.06748793],[645.87801644 425.10384777],[651.61936364 399.53288784],[626.58419135 461.07860227],[690.75116681 415.34293309],[590.47499704 443.39729027],[610.02415566 433.24268265],[635.02653447 437.95668752],[678.55442527 421.30400241],[686.60419817 427.41986394],[606.57765993 464.07884389],[623.2650316  431.01322719],[583.57999521 469.2033922 ],[602.96739367 441.3389125 ],[682.33690114 410.65447311],[671.61010897 431.83266628],[646.01302427 412.79864023],[600.36926323 450.69742668],[599.47635372 459.92848382],[588.46030637 452.75708295],[594.6622234  472.97427781],[634.83242517 426.46873842],[696.52550242 426.50302183],[636.78494938 413.58766302],[679.73015572 437.46844385],[611.08313859 471.73210327],[629.15768167 448.70674905],[617.05745301 458.52632385],[619.77334431 442.39119395],[694.32379703 404.79986967],[686.18388499 398.99547976],[657.940231   417.61188161],[667.72167278 421.30180893],[659.74653165 443.73367993],[663.93109504 403.4191148 ],[647.88772836 437.1367475 ]
[701.6173129  416.57963236],[675.80797934 402.00641948],[580.08744322 458.09685406],[655.93225065 409.09124251],[643.3080692  449.00131816],[656.89210145 427.11933177],[692.03815704 390.53594016],[661.82213851 434.20362802],[701.69265064 397.52107269],[670.65335891 411.34717651],[666.08526589 392.84582506],[612.07242783 450.08329973],[705.71171659 407.09405262],[677.7266414  391.01889473],[591.03638819 462.85722029],[646.35611288 424.90244151],[652.11511587 399.33869208],[627.03267986 460.83899184],[691.23637819 415.17911212],[590.93605348 443.17080099],[610.4868683  433.11036613],[635.50711125 437.74721945],[679.04712108 421.13963024],[687.09824695 427.26126266],[607.01964764 463.85136073],[623.75459772 430.80625347],[584.02946573 469.00033839],[603.39408311 441.13834833],[682.82064731 410.48860855],[672.10325541 431.65250909],[646.53936137 412.60732767],[600.8031764  450.49071621],[599.91602256 459.72021265],[588.89922996 452.53318474],[595.1088183  472.76174831],[635.31002986 426.2535941 ],[697.0206556  426.32974585],[637.30497651 413.37207289],[680.21694029 437.30399035],[611.52091328 471.50650795],[629.59938034 448.47901819],[617.5017892  458.31149913],[620.2360823  442.17731236],[694.79102785 404.62860426],[686.66189056 398.82127402],[658.45332298 417.41938362],[668.21859415 421.12264814],[660.23351851 443.53307982],[664.43924286 403.217465  ],[648.37736153 436.92816606]
[702.07611391 416.41014423],[676.28512281 401.81355766],[580.51916357 457.89826006],[656.42931654 408.90337558],[643.74524464 448.77701846],[657.32981916 426.93434254],[692.47143499 390.35708323],[662.28948689 434.01119683],[702.12245969 397.34800338],[671.12634471 411.17317541],[666.54044915 392.65633025],[612.47612639 449.85992879],[706.15142155 406.91607647],[678.17952472 390.83993237],[591.46229702 462.65456762],[646.80544012 424.70898041],[652.58059934 399.15338454],[627.45713922 460.6089834 ],[691.69368188 415.02329113],[591.37373222 442.9514054 ],[610.92356089 432.97996254],[635.95980439 437.54538987],[679.51150437 420.9829009 ],[687.56396687 427.11000569],[607.44004018 463.63267665],[624.21578356 430.60647065],[584.4590528  468.80466009],[603.79946472 440.94187937],[683.27635062 410.33051433],[672.56800259 431.48058871],[647.03325049 412.42349086],[601.21587183 450.29019575],[600.33424841 459.51907779],[589.31784601 452.31575583],[595.53477447 472.55773378],[635.75918566 426.04632298],[697.48737893 426.16481302],[637.79269858 413.16514391],[680.67578821 437.14666045],[611.93660238 471.28980359],[630.0175113  448.25983156],[617.92268466 458.10375053],[620.67296238 441.97038703],[695.23146797 404.46617364],[687.11231626 398.65570114],[658.93563746 417.23523655],[668.68654974 420.9514813 ],[660.69211016 443.34129924],[664.91727256 403.02517564],[648.83815821 436.72818056]
[702.53567956 416.23909799],[676.7635841  401.61700833],[580.9566598  457.69357545],[656.92533859 408.71255256],[644.18306412 448.54920052],[657.76796008 426.74623663],[692.90543893 390.17690875],[662.75683986 433.81532181],[702.55301911 397.17368905],[671.59930935 410.99647912],[666.99509298 392.46471424],[612.88155412 449.63066848],[706.59196105 406.73673171],[678.63231326 390.65902231],[591.89314845 462.44673091],[647.25382304 424.51145322],[653.04476954 398.96543417],[627.88346904 460.37414258],[692.15146464 414.86565969],[591.81439748 442.7255331 ],[611.36109678 432.84312723],[636.41248853 437.33865139],[679.97636221 420.82393879],[688.0302478  426.95654854],[607.86428798 463.40905328],[624.67682184 430.4014533 ],[584.89451581 468.60390564],[604.20794502 440.7376006 ],[683.73228893 410.17025953],[673.03312774 431.30606593],[647.52537484 412.23577886],[601.63221292 450.08339697],[600.75629445 459.31244999],[589.7411841  452.09129715],[595.96573243 472.34928537],[636.20761805 425.83412789],[697.95464351 425.99782676],[638.27841407 412.95410172],[681.13510584 436.98651295],[612.35537541 471.06834175],[630.43754097 448.0355121 ],[618.34571952 457.89009535],[621.11071692 441.75761771],[695.67246537 404.30233502],[687.56318383 398.48835391],[659.41708474 417.04796603],[669.15449699 420.77754853],[661.15064413 443.14621274],[665.39488636 402.83024683],[649.29857117 436.52426093]
[702.99586588 416.06632116],[677.24286634 401.41700505],[581.39903245 457.48241496],[657.42005048 408.51865264],[644.62113975 448.31754753],[658.20622692 426.55481481],[693.34004989 389.99527134],[663.22387265 433.61575398],[702.98419818 396.99797966],[672.07204543 410.81689412],[667.44903246 392.27084685],[613.28836598 449.39543674],[707.03320397 406.55585113],[679.08486894 390.47598698],[592.32818889 462.23331447],[647.70096205 424.30971161],[653.50742682 398.77474221],[628.3111533  460.13414641],[692.60957395 414.70604762],[592.25725097 442.49300015],[611.79908438 432.69938564],[636.86475471 437.12679598],[680.44149789 420.66254204],[688.49691787 426.80068085],[608.2917795  463.18015505],[625.13715912 430.19098745],[585.33505614 468.39760029],[604.61880202 440.52544791],[684.18828222 410.00768161],[673.49839373 431.12870677],[648.01546222 412.0441076 ],[602.05148653 449.87006264],[601.18149483 459.09998745],[590.16837755 451.8595549 ],[596.40096653 472.13596891],[636.65495226 425.61688789],[698.42229379 425.82858918],[638.76183522 412.73886927],[681.59466142 436.82328722],[612.77659544 470.84175644],[630.85893109 447.80580012],[618.77029944 457.67021385],[621.54883529 441.53881396],[696.113888   404.13692572],[688.0143935  398.31908487],[659.89739728 416.85743087],[669.62216316 420.6006369 ],[661.60880584 442.94750777],[665.87189157 402.6325583 ],[649.75824376 436.31616193]
[703.45653    415.89164104],[677.7225141  401.21374295],[581.84540538 457.26448248],[657.91320035 408.32155942],[645.05907767 448.08176695],[658.64432256 426.35988246],[693.77514665 389.81202926],[663.69026499 433.41225858],[703.41586819 396.82072371],[672.54434429 410.63424019],[667.90210562 392.07460311],[613.6961988 449.1541684],[707.47502151 406.37326689],[679.53705261 390.29065704],[592.76666976 462.01398759],[648.14656656 424.10361879],[653.9683814  398.58120941],[628.73966995 459.88871537],[693.06785913 414.54428443],[592.70154049 442.25367042],[612.2371381  432.54833348],[637.31619924 436.90963597],[680.90671393 420.49851058],[688.96380471 426.64219431],[608.7219014 462.9457003],[625.59627869 429.97488756],[585.77987685 468.18534976],[605.03134447 440.30539138],[684.64415031 409.84262346],[673.96355979 430.94828408],[648.50325373 411.84839731],[602.47300085 449.64999294],[601.60919471 458.88140884],[590.59859229 451.62035345],[596.83975014 471.91741825],[637.10082528 425.39449678],[698.89017285 425.6569047 ],[639.24269042 412.51937369],[682.0542195  436.65672904],[613.19962746 470.60974427],[631.28114867 447.57046893],[619.19583877 457.44383877],[621.98682165 441.31381688],[696.55560696 403.96978356],[688.46584125 398.14775155],[660.37631702 416.66349466],[670.08927964 420.42053827],[662.06627956 442.74488949],[666.34809475 402.43199834],[650.21682364 436.10365616]
[703.94636488 415.70369893],[678.23208177 400.99427752],[582.32324115 457.02503928],[658.43513884 408.10841507],[645.53053971 447.81936752],[659.10927097 426.14858886],[694.2378769  389.61534274],[664.18467827 433.19141833],[703.87496135 396.63049334],[673.04551336 410.43643437],[668.38238454 391.86325563],[614.13024953 448.89095067],[707.94494334 406.17705953],[680.01706416 390.09086745],[593.235661   461.77400904],[648.61804956 423.87961547],[654.45605049 398.37224923],[629.19548101 459.62139104],[693.5549136  414.36981038],[593.17446278 441.99154582],[612.70224913 432.37915393],[637.79462061 436.67257962],[681.40093378 420.3210184 ],[689.45999453 426.47061606],[609.18125068 462.69000954],[626.08228866 429.7387066 ],[586.2565592  467.95261941],[605.47098051 440.06257532],[685.12832782 409.66429464],[674.45765511 430.75278384],[649.0187878 411.6356758],[602.92277558 449.4082545 ],[602.06600891 458.64191772],[591.05845201 451.3573556 ],[597.30929036 471.67885743],[637.57269767 425.15215542],[699.38760915 425.4714145 ],[639.75064162 412.28115473],[682.54237206 436.47569687],[613.65051135 470.35677305],[631.73034905 447.31358267],[619.64866511 457.19562955],[622.45171832 441.06744354],[697.02533409 403.78987483],[688.94593431 397.96311747],[660.88335896 416.45329192],[670.58492094 420.22525203],[662.55143378 442.52456655],[666.85320321 402.21537309],[650.70278096 435.8723603 ]
[704.40760357 415.52454911],[678.71126437 400.78474727],[582.7753797 456.7926136],[658.92437978 407.9043774 ],[645.97847891 447.56251376],[659.54613819 425.94582097],[694.67364893 389.42833091],[664.64877858 432.97918406],[704.30730819 396.4495806 ],[673.51636358 410.24686748],[668.83325972 391.66171145],[614.53908064 448.63712231],[708.3875733  405.99035114],[680.46820216 389.90021746],[593.67909047 461.54179428],[649.05973734 423.66417801],[654.9130125  398.17252416],[629.62446787 459.36375142],[694.01622579 414.20419351],[593.61970683 441.73793479],[613.13937699 432.21199615],[638.24348905 436.44366683],[681.86583756 420.15094359],[689.92693356 426.30610805],[609.61502331 462.44342983],[626.53759472 429.51048544],[586.70795261 467.72714866],[605.88519603 439.82620142],[685.58361149 409.49368232],[674.92208764 430.56528544],[649.5012393  411.43128837],[603.34706199 449.17380541],[602.49719679 458.41005043],[591.49276369 451.10231769],[597.75334762 471.4486179 ],[638.01468955 424.91875048],[699.85573897 425.29403048],[640.22566551 412.05255707],[683.00134256 436.30148018],[614.07546243 470.11286541],[632.15313063 447.06567712],[620.07469367 456.95516991],[622.8882176  440.82916575],[697.46752089 403.61852294],[689.39784639 397.7870289 ],[661.35872097 416.25180393],[671.05032359 420.03786651],[663.00693321 442.31258605],[667.32740406 402.00842528],[651.15856133 435.64964642]
[704.8690725  415.34302576],[679.189821   400.57236778],[583.22959192 456.55343578],[659.41157858 407.69684013],[646.42969801 447.29641646],[659.98215201 425.73903473],[695.10966488 389.23930886],[665.11150459 432.7624455 ],[704.73993947 396.26668649],[673.98631265 410.05380181],[669.28298411 391.45744207],[614.9481262  448.37736342],[708.83057635 405.80148489],[680.91869851 389.70682849],[594.12418841 461.30338901],[649.49930352 423.44408843],[655.36797351 397.96966585],[630.05321614 459.10002774],[694.48000333 414.03691003],[594.06494256 441.47763948],[613.57587061 432.0368151 ],[638.69084223 436.20887541],[682.33046515 419.97771891],[690.3937861  426.13845247],[610.04992691 462.19101861],[626.99066053 429.27631748],[587.16167264 467.49545585],[606.29964865 439.58222064],[686.03849553 409.32021978],[675.38582074 430.37415415],[649.98091901 411.22269641],[603.77208493 448.93260879],[602.92936433 458.17186388],[591.92832286 450.84010392],[598.19914317 471.21280739],[638.45448387 424.68003165],[700.32381473 425.11373458],[640.69766337 411.81955303],[683.45973422 436.1232767 ],[614.50067009 469.86324592],[632.57574167 446.81159867],[620.50031038 456.70793555],[623.3235385  440.58456158],[697.90982589 403.44503386],[689.84986956 397.6085403 ],[661.83217522 416.04659874],[671.51455387 419.84676437],[663.46123625 442.09579126],[667.80038818 401.79834956],[651.61269074 435.42174094]
[705.35968179 415.14750432],[679.69743377 400.34372199],[583.71434265 456.29187246],[659.92697095 407.47240994],[646.91210335 447.00408513],[660.44444742 425.51480668],[695.57325745 389.0361588 ],[665.60153186 432.52718912],[705.20001067 396.07013892],[674.48470694 409.84466671],[669.75963305 391.23730034],[615.38311748 448.09484296],[709.30171156 405.59828134],[681.39682008 389.49812706],[594.59889559 461.04316243],[649.9641091  423.20508996],[655.8492545  397.75058159],[630.5086416  458.81300213],[694.97526658 413.85716024],[594.53805057 441.19363415],[614.0391247  431.84151437],[639.16455127 435.95279015],[682.82391012 419.79012193],[690.88981305 425.95681858],[610.51334829 461.91624141],[627.46969292 429.02081422],[587.64626619 467.24212416],[606.74042258 439.31454839],[686.52159482 409.13277706],[675.87798288 430.16693746],[650.48768174 410.99625456],[604.22463951 448.66871263],[603.38994004 457.91162642],[592.39270088 450.55332827],[598.67480078 470.95581151],[638.91955301 424.42036154],[700.82133765 424.91886548],[641.19613102 411.56696089],[683.94621836 435.92948074],[614.95290038 469.5915643 ],[633.02478151 446.53458188],[620.95240524 456.43760376],[623.78507699 440.31747837],[698.38018053 403.25811633],[690.33064804 397.41611162],[662.3331684  415.82426445],[672.00672807 419.63943851],[663.94275807 441.85985938],[668.30188216 401.57148658],[652.09367337 435.17356274]
[705.8506459  414.94935054],[680.2040901  400.11228021],[584.20107113 456.02303956],[660.44017553 407.24407743],[647.39682512 446.702941  ],[660.90578497 425.28606852],[696.03720748 388.83067298],[666.08995678 432.28700125],[705.66053523 395.87135012],[674.98218767 409.63157045],[670.23518048 391.01404393],[615.81864014 447.80594167],[709.77334528 405.39255535],[681.87445907 389.28619169],[595.07526338 460.77603009],[650.42677781 422.96099485],[656.32854807 397.5279461 ],[630.96405297 458.51925088],[695.47261928 413.67527175],[595.01122856 440.90234151],[614.50202656 431.63700437],[639.63674047 435.69014706],[683.31715994 419.59899848],[691.38585517 425.77173459],[610.97811147 461.63491704],[627.94645958 428.75865728],[588.13315745 466.98166097],[607.18161362 439.03866064],[687.00454305 408.94225323],[676.36955566 429.95564721],[650.99165399 410.76508366],[604.67815983 448.39734687],[603.85189599 457.64429285],[592.85859545 450.25865703],[599.15236045 470.69232715],[639.38250363 424.1547668 ],[701.31903955 424.72078587],[641.69171349 411.30941669],[684.43210676 435.73130291],[615.40567847 469.31347621],[633.4739085  446.25062438],[621.40446428 456.15975408],[624.24573248 440.04334879],[698.85097421 403.0686479 ],[690.81197748 397.22094486],[662.83218112 415.59770146],[672.49781525 419.4278697 ],[664.42316578 441.61843006],[668.80455158 401.33316064],[652.57320767 434.91938924]
[706.31309152 414.7605359 ],[680.68007156 399.89200947],[584.66078116 455.76372537],[660.92137077 407.02560935],[647.85456318 446.41233166],[661.33914674 425.06679626],[696.47418431 388.63520892],[666.54829738 432.05656106],[706.09438389 395.68223334],[675.449555   409.42747843],[670.68184749 390.80102226],[616.22913168 447.52849778],[710.21773212 405.19679464],[682.3235305  389.08382295],[595.52493253 460.51848664],[650.86035735 422.7267675 ],[656.77800398 397.31514977],[631.39270293 458.23694141],[695.94212145 413.50208864],[595.4566229  440.62191132],[614.93749389 431.43640831],[640.07984804 435.43723879],[683.78118048 419.41601859],[691.85267781 425.59452262],[611.41667018 461.36442896],[628.39316    428.50610293],[588.59316575 466.73037406],[607.59708479 438.77199207],[687.45885812 408.76024084],[676.83144383 429.7533129 ],[651.46349579 410.54351101],[605.10573741 448.13560048],[604.28762899 457.38655021],[593.29814068 449.97484918],[599.60331594 470.43867382],[639.81627221 423.89975349],[701.7873994  424.53167767],[642.15551833 411.06279523],[684.88873869 435.54098799],[615.83233282 469.04618463],[633.89663461 445.9774893 ],[621.8297556  455.89180695],[624.67840352 439.77938401],[699.29429749 402.88825751],[691.26525474 397.03496411],[663.30014732 415.38080242],[672.95883084 419.22511014],[664.87427771 441.38659693],[669.27815923 401.09994496],[653.0231196 434.6750484]
